series_instance_uid,stratum,writer,analysis_result_id,collection_id,status,objects,instances_declared
1.2.276.0.7230010.3.1.3.0.67021.1553353959.853137,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.89696.1553284323.690896,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.7775.1553291750.784594,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.89630.1553284270.863861,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.89842.1553284411.674114,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.90114.1553284601.627308,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.14135.1553296889.375085,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.27810.1553311165.857525,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.43449.1553328007.713975,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.16113.1553298786.349173,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.55289.1553341008.634876,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.12062.1553294999.73668,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.15719.1553298453.193330,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.42459.1553326894.469893,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.9559.1553292852.994851,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.17337.1553299955.265715,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.69102.1553356278.749639,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.8634.1553292180.467645,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.59294.1553345603.663178,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.58470.1553344543.2384,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.8889.1553292353.260446,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.59335.1553345614.412926,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.49590.1553334713.561006,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.44345.1553328935.345505,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2316.1344855738.72,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.43888141294728060800175751890498236,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_prad,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1104.1345734575.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.73124365272328210380383313393108634198,dcmqi / (null),dcmqi,(null),mediastinal_lymph_node_seg,OK,1,1
1.3.6.1.4.1.14519.5.2.1.4580165403954804325908056892218294245,pydicom-seg / (null),pydicom-seg,(null),rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.281941983210096956175432019669592035445,pydicom-seg / (null),pydicom-seg,(null),rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.1400.1345987891.537,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2848.1345736855.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3286681592.2284.1344866084.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345225596.452,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.61108860388341209933050185434397311,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.68718259986128498606412838362480748,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2316.1344855738.65,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2316.1344856159.157,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1104.1345734443.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.7695.1700.377060499296574221738828708765,not identifiable from index / (null),not identifiable from index,(null),ispy1,OK,1,1
1.3.6.1.4.1.14519.5.2.1.271178474008960025724542581449829000214,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.826.0.1.3680043.10.511.3.68570056365539637052125208484658950,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.826.0.1.3680043.10.511.3.47807681605808795498771622028697386,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.826.0.1.3680043.10.511.3.73890286848464000655533291152409408,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_paad,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345740335.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.12492756050844690962243439446616621,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_blca,OK,1,1
1.2.826.0.1.3680043.10.511.3.31297188806454655269428578165664135,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.49627979143392015905187874275991732,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.36167131655981109651429260147217516,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_ucec,OK,1,1
1.3.6.1.4.1.14519.5.2.1.107535888471743180961890685221592841924,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.3.6.1.4.1.14519.5.2.1.17401509462214154979903753292855450193,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2400.1345736029.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.40937856263905893746734895773696024,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.1400.1345987891.544,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2504.1345117334.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.505801377.3020.1345981886.327,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345740706.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.86393376169523608771673346643875535,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.826.0.1.3680043.10.511.3.25351798727601406665570388094934488,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_meso,OK,1,1
1.2.826.0.1.3680043.8.498.62361606066388778537513012672830367398,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.10.511.3.93853460146028753904978809558885875,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_paad,OK,1,1
1.2.826.0.1.3680043.10.511.3.60603107738040541481753059085233396,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.8.498.21088061110085946514151986435212159797,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.10.511.3.57770902863696629890799255575464865,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_blca,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2584.1345552390.34,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2848.1345736855.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.30319160648950316270943054448842480,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2316.1344856862.405,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.1297862783301403527840113716126568,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_paad,OK,1,1
1.2.826.0.1.3680043.8.498.79065914154804073505228252039810332471,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.10.511.3.47834867620747476959886600892410823,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.3.6.1.4.1.14519.5.2.1.319577625997229299674511941898593740041,dcmqi / (null),dcmqi,(null),duke_breast_cancer_mri,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2940.1345569776.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.3.6.1.4.1.14519.5.2.1.236352218718587088166487415527449556201,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1428.1345547908.497,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.2352.1345226615.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.8.498.82159061014802476609565537062210276640,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.10.511.3.84337172321372237831503819242106461,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2484.1345555686.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.1400.1345987295.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.8.498.61233959799985317293436582355238796956,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.3.6.1.4.1.14519.5.2.1.160568964324001381332167711898381957867,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.19041664815282879182720498738340911773,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.826.0.1.3680043.10.511.3.24755204188362837162136432798917305,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.1400.1345987295.197,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345225149.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.8.498.24879893890774849499481922873222595247,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.1360.1345986269.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.8.498.94561624526117397816425594606040129727,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1104.1345734575.197,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.51889750784848102016272269133136709,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_ucec,OK,1,1
1.2.826.0.1.3680043.8.498.11956940543312706383846599123625806185,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.10.511.3.882099699022876339920320371657029,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_kirc,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2428.1345118812.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2504.1345117334.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.8.498.13907656782691474176236843052734106868,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345562251.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2476.1345992770.282,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.125741319341862706419807813512951443361,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.294334449418353382705072961879766283887,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.19931839573099495002698175137453771129,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.325003269598014909544236363545350802968,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.217639200889172726221140191386633594734,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.65836920150410939087431350959325194138,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.291263110129543660018271152738579709397,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.176445607533373013065027188950804981469,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2400.1345735693.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.46968767844104557847840566535597926,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.826.0.1.3680043.10.511.3.33883788853358460263353098289187897,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_tgct,OK,1,1
1.2.826.0.1.3680043.8.498.79719222361691585759544186426693930075,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.3.6.1.4.1.14519.5.2.1.181374732403602979070546733570874102008,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.92465780719624367800891851343032780723,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.3.6.1.4.1.14519.5.2.1.251013050430907454278347547538825315693,highdicom / (null),highdicom,(null),psma_pet_ct_lesions,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1428.1345546438.72,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.3044.1345142561.150,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.2165532632456970549253424930475248,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2848.1345145467.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.690034.1722971307.485950,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,upenn_gbm,OK,1,1
1.2.826.0.1.3680043.8.498.66478873627677759397672114834271224603,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.1360.1345986558.452,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2848.1345145467.197,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2016.1345114767.71,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2848.1345144029.359,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.8.498.45916745902952428340176253016515810606,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.116613.1761243180.247549,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.492792.1761256815.178391,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.826.0.1.3680043.8.498.12272573998610749070683412487099394586,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.13398392210934535881110907191617237026,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.826.0.1.3680043.8.498.93305260168633203716680481083291747218,highdicom / eay131_tumor_annotations,highdicom,eay131_tumor_annotations,eay131,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1548.1345734043.459,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.157056.1761244514.528358,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.155088.1761244451.63454,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.34691.1761240471.250562,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.6689.1553290827.748685,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.31712.1761240372.720156,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.355048.1761251285.166132,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.6734.1553290840.474612,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.21879.1553304905.799397,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.274494.1761248501.545622,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.278455.1761248634.415468,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.46455.1761240843.173560,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.22673.1553305666.371920,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.66188.1553353045.701706,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.22231.1553305182.776381,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.31337.1553315055.829255,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.34616.1553318586.727137,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.43567.1553328092.38419,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.9465.1553292766.465018,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.97782.1761242537.399677,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.25756.1553308933.65554,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.3178.1553287597.227687,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.8289.1553292019.399622,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.53210.1553338788.205716,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.26479.1553309682.672025,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.26522.1553309695.852327,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.26626.1553309846.396716,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.20387.1553303343.441714,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.29043.1553312628.857749,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.129304.1761243578.424572,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481037312.83052.1761242066.560878,dcmqi / nlstseg,dcmqi,nlstseg,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.24976.1553308145.380999,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.53705.1553339246.30534,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.6407.1553290511.646376,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.23559.1553306634.963223,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.51282.1553336742.562012,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.55050.1553340773.142796,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.38516.1553322664.766965,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.59730.1553346013.937088,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
1.2.276.0.7230010.3.1.3.0.68969.1553356142.890153,dcmqi / dicom_lidc_idri_nodules,dcmqi,dicom_lidc_idri_nodules,lidc_idri,OK,1,1
