series_instance_uid,stratum,writer,analysis_result_id,collection_id,status,objects,instances_declared
1.2.276.0.7230010.3.1.3.1031255639.2932.1345990450.65,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2584.1345553020.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2132.1345991883.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.92862777563006543197882838599012587,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.276.0.7230010.3.1.3.505801377.400.1345913733.241,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3928.1316111811.215,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.612.1345230812.459,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3300.1315755562.709,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.276.0.7230010.3.1.3.3496549722.3928.1316111635.139,not identifiable from index / (null),not identifiable from index,(null),qiba_ct_1c,OK,1,1
1.2.826.0.1.3680043.10.511.3.80144662388038688122956586544894177,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2932.1345990450.72,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.612.1345230070.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.42375986157891925183099933110010906,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1472.1345738723.27,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.64615705498363492212428333955461376,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_kirc,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2484.1345556235.374,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.21786810161034520696612172753951528,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.826.0.1.3680043.10.511.3.95782521207379362751414722699985778,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_prad,OK,1,1
1.2.826.0.1.3680043.10.511.3.81342573310433477398504214365406276,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_stad,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.612.1345230812.452,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.896.1345989892.459,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.50605715549426145735352613910919155,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_meso,OK,1,1
1.2.826.0.1.3680043.10.511.3.44963245229505104051278249530171029,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345562423.282,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2484.1345555349.27,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.66706139374353893504503588779010294,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.64666519365696701160360412404877103,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.3631974402390026010481044457022760,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_stad,OK,1,1
1.2.826.0.1.3680043.10.511.3.13536818745770443257187073942596449,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_prad,OK,1,1
1.2.826.0.1.3680043.10.511.3.73441409256723154988202564426558013,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_kirc,OK,1,1
1.2.826.0.1.3680043.10.511.3.44793511536958976340922037474529454,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_sarc,OK,1,1
1.2.826.0.1.3680043.10.511.3.52231962128673168211096102371251731,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_skcm,OK,1,1
1.2.276.0.7230010.3.1.3.505801377.400.1345913933.319,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.56137325899223939889669089606706611776,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.826.0.1.3680043.10.511.3.52482796066579538372996599920392333,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_stad,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2504.1345117697.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.95020523016445563371135075448517296,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.826.0.1.3680043.10.511.3.23272775546536982971647878633297180,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_sarc,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.1628.1345222905.64,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.51185867402491065436620048377930721,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_kirc,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.896.1345989528.197,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.26930372593098619262142713817509661,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2504.1345118236.367,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.85418601837990921765782449706234014,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_prad,OK,1,1
1.2.826.0.1.3680043.10.511.3.6698930632791129662049300904070708,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2932.1345990551.157,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.76845217346056580009543548400572397,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.826.0.1.3680043.10.511.3.81838202086300248615253050997300617,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lihc,OK,1,1
1.2.826.0.1.3680043.10.511.3.5378573982142651384091477796632628,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.826.0.1.3680043.10.511.3.29407788003168525360611425353862169,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_ov,OK,1,1
1.2.826.0.1.3680043.10.511.3.54047869052946941037122738073602380,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_skcm,OK,1,1
1.2.826.0.1.3680043.10.511.3.45960295654406739474189894197748717,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_cesc,OK,1,1
1.2.826.0.1.3680043.10.511.3.85648906408375374772734874242261326,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345562423.289,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345740076.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.75828046064764446927524899395134965,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_blca,OK,1,1
1.2.826.0.1.3680043.10.511.3.76956217169156826477598778031395852,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.71700065879798832524769557591022967,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.826.0.1.3680043.10.511.3.73657657213319093600437902274216530,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_kirc,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2584.1345552732.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2912.1345146821.34,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.53550116419964112249096269579564675,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_read,OK,1,1
1.2.826.0.1.3680043.10.511.3.32158020428339372610980137668443899,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.826.0.1.3680043.10.511.3.47122593340290923085356067838060683,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2324.1344862816.204,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.14694231456871184735935798075623483,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.826.0.1.3680043.10.511.3.91305296561479031156895629468697684,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_acc,OK,1,1
1.2.826.0.1.3680043.10.511.3.96325922346247450256155316281013021,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_read,OK,1,1
1.3.6.1.4.1.14519.5.2.1.125952058130479580306862133831922631853,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.826.0.1.3680043.10.511.3.73088203147892101103195214005379513,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_acc,OK,1,1
1.2.826.0.1.3680043.10.511.3.19945023601830534045178025301547877,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_sarc,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.868.1345224278.27,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.2584.1345553164.452,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2324.1344862334.27,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1972.1345740076.112,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.309938702.2016.1345116097.489,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.1871089427073952663680918581815712,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_acc,OK,1,1
1.2.826.0.1.3680043.10.511.3.14118968765667514087669977429750096,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.276.0.7230010.3.1.3.1231426215.1428.1345546849.242,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.42130032434488845466160787569961022,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.826.0.1.3680043.10.511.3.78198947264996010964410360329744529,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_kirc,OK,1,1
1.2.826.0.1.3680043.10.511.3.37221131937964588267892040711558613,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_paad,OK,1,1
1.3.6.1.4.1.14519.5.2.1.215184695653289766907610044014467194763,dcmqi / (null),dcmqi,(null),remind,OK,1,1
1.2.826.0.1.3680043.10.511.3.48852659424881151962327497442980244,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.826.0.1.3680043.10.511.3.24262853988876039937178569655473979,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_luad,OK,1,1
1.2.826.0.1.3680043.10.511.3.33276626698952604913191794013541789,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.826.0.1.3680043.10.511.3.14941615508344643309379202749295833,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.4120197402423443750386489666785581,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_coad,OK,1,1
1.2.826.0.1.3680043.10.511.3.74792507303367381233822066016939849,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.79728534880104656383741936380026054,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.826.0.1.3680043.10.511.3.58289867464735997114048415799041944,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_skcm,OK,1,1
1.2.276.0.7230010.3.1.3.1031255639.2476.1345992473.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.276.0.7230010.3.1.3.3426864066.612.1345229932.119,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_pilot,OK,1,1
1.2.826.0.1.3680043.10.511.3.56326837249852786485461119506224904,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_uvm,OK,1,1
1.2.826.0.1.3680043.10.511.3.39966454990884922204372616633996675,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_stad,OK,1,1
1.2.826.0.1.3680043.10.511.3.45093771840411325508423689834711821,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_prad,OK,1,1
1.2.826.0.1.3680043.10.511.3.43513223417046564156349275026737728,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.826.0.1.3680043.10.511.3.94347087012875887708228786977460580,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.58456917668607748970286488703984500,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.3515600764921403213215488063747889,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_ov,OK,1,1
1.2.826.0.1.3680043.10.511.3.4821707708023940171420908363614715,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.91695746977095909155471632334121841,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_stad,OK,1,1
1.2.276.0.7230010.3.1.3.1565948079.2848.1345143932.259,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.43839435748684205444734726184760818,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.826.0.1.3680043.10.511.3.36602546496913279701493820652271571,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_brca,OK,1,1
1.2.826.0.1.3680043.10.511.3.63233197031124539645885144572641189,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
1.2.826.0.1.3680043.10.511.3.6599117830850370083647980694924581,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_hnsc,OK,1,1
1.2.826.0.1.3680043.10.511.3.13434734053630881237144034528022395,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_prad,OK,1,1
1.2.826.0.1.3680043.10.511.3.8714348686950056631742325082270972,not identifiable from index / tcga_sbu_til_maps,not identifiable from index,tcga_sbu_til_maps,tcga_lusc,OK,1,1
